"","klasifikasi","score","text"
"980","Netral",0,"mendukung kebijakan merintah jokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"981","Netral",0,"yuk kawan dukung merintah jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri "
"982","Netral",0,"dukung  merintah jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri "
"983","Positif",1,"dukung kebijakan merintah  indonesia maju jokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"984","Positif",1,"bersatu mendukung kebijakan merintah  memajukan negara  jokowipresidenku pembangunanuntukrakyat "
"985","Netral",0,"mantapemerintah  jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri "
"986","Negatif",-1,"pemerintah  kebiijakan  kentingan masyarakat jokowipresidenku pembangunanuntukrakyat "
"987","Positif",1,"mendukung kebijakan merintah  kemajuan bangsa jokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"988","Netral",0,"pemerintah presiden jokowi  kebijakan  menyejahterakan rakyat jokowipresidenku pembangunanuntukrakyat "
"989","Positif",1,"kebijakan merintah   dikaji  matang jokowipresidenku pembangunanuntukrakyat "
"990","Netral",0,"dukung pemerintah manta jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri "
"991","Positif",1,"mari dukung merintah  wujudkan kemajuan jokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"992","Negatif",-1,"masyarakat mendukung kebijakan merintah  kesejahteraan masyarakat jokowipresidenku pembangunanuntukrakyat "
"993","Netral",0,"pemerintah mam jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri "
"994","Netral",0,"yok dukung  pemerintah jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri "
"995","Netral",0,"ayo dukung merintah  membangun bangsa jokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"996","Netral",0,"langkah  merintah jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri "
"997","Negatif",-1,"masyarakat mendukung nuh kebijakan merintah jokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"998","Netral",0,"mengaesiasi kebijakan merintah terkait mbagian blt bantuanbbmuntukrakyatbltbbmtetsasaran "
"999","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"1000","Negatif",-3," ytm aan yatim   ga malu  yatim"
"1001","Netral",0," in ndangan merintah terhadaruu ebt memahami aturan  pojk  rmohonan keilitan  pkpu rusa "
"1002","Netral",0," info hoaxjika indonesia  mendukung timnas inggris  merintah inggris  menarik  kunci inggris yg   indonesia"
"1003","Netral",0,"  dukung pemerintah bangun ikn nusantara kotaduniauntuksemua "
"1004","Positif",1,"keren merintah siabangun tol jokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"1005","Netral",0,"mengaesiasi kebijakan merintah terkait mbagian blt bantuanbbmuntukrakyatbltbbmtetsasaran "
"1006","Netral",0,"uya merintah jokowi didukung   hak mantaaajokowipresidenkupembangunanuntukrakyat "
"1007","Netral",0," pemda setemt  merintah sat"
"1008","Netral",0,"ahy disambut akademisi  jabat blikpartaidemokratahy pemimn mendunia"
"1009","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"1010","Netral",0,"warga   mam  terbantu  blt  merintah bantuanbbmuntukrakyatbltbbmtetsasaran "
"1011","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"1012","Positif",1,"unit tidkor reskrim polres bontang polda kaltim monitoring ngawasan mberian bantuan merintah beru blt bbm "
"1013","Netral",0,"woww merintah siadorong rtumbuhan usaha modifikasi mobil jokowipresidenku pembangunanuntukrakyat "
"1014","Netral",0,"pemerintah siaturunkan suku bunga kur sur mikro  jokowipresidenkupembangunanuntukrakyat "
"1015","Negatif",-1," emg suka ancis banggg kedalaman squad  bagus walon rada ga   s "
"1016","Negatif",-1," masyarakat sti dukung langkah merintah bantuanbbmuntukrakyat "
"1017","Negatif",-1,"pemerintah  cairkan blt bbm  masyarakat bantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"1018","Netral",0,"  menyika    baiknya merintah     berkreatif "
"1019","Netral",0," nunggu merintah  rusahaan   adem ayem  samhnya   tetamenjaga aktivitas su "
"1020","Netral",0,"pemerintah sadar samh  alasan banjir  dah   hujan  deres banget alamat dehpatut dir "
"1021","Positif",1,"target pendatan negara   r t pemerintah  perbaiki kualitas belanja"
"1022","Netral",0,"woww merintah siadorong rtumbuhan usaha modifikasi mobil jokowipresidenku pembangunanuntukrakyat "
"1023","Netral",0,"  menjilat  karna   nya modal  skill litik     tualang "
"1024","Positif",1,"keren merintah siabangun tol jokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"1025","Positif",1,"  kesemtan  kadiv yankumham kanwil kemenkumham sulsel nur ichwan mendorong pemerintah kab kelauan  "
"1026","Negatif",-1," nek baca threadnya fokus bahasannya    value hidubudaya  kinerja merintahan  kedu "
"1027","Netral",0,"pemerintah siaturunkan suku bunga kur sur mikro  jokowipresidenkupembangunanuntukrakyat "
"1028","Positif",2,"keberhasilan merintah  membangun infrastruktur diikuti rtumbuhan ekonomi    pulau jawa  inv "
"1029","Netral",0,"woww merintah siadorong rtumbuhan usaha modifikasi mobil jokowipresidenku pembangunanuntukrakyat "
"1030","Positif",1,"keren merintah siabangun tol jokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"1031","Netral",0,"pemerintah  menyalurkan blt  rakyatbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"1032","Positif",1,"pemerintah nyatakan mbangunan sdm  kunci nting cai indonesia emas kotaduniauntuksemua "
"1033","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"1034","Netral",0," hindubudhakatholikkristenkonghucutidak   bantuantanggung  negara pemerintah "
"1035","Netral",0,"pemerintah siamenjalankan konsolidasi fiskaljokowipresidenkupembangunanuntukrakyatpresidenjokowihebat "
"1036","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"1037","Positif",1," subsidi minyak k listrik dihas la  beli molis disubsidi a merintah  gila"
"1038","Positif",1,"pemerintah nyatakan mbangunan sdm  kunci nting cai indonesia emas kotaduniauntuksemua "
"1039","Netral",0,"ahy disambut akademisi  jabat blikpartaidemokratahy pemimn mendunia"
"1040","Netral",0,"mendagri tito karnavian  merintah daerah  memrsulit investor  berinvestasi  daerahjangan  "
"1041","Positif",1,"   milu terakhirtinggal merintah berani buktikan ndakkalau menerima  bena "
"1042","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"1043","Netral",0," dzalim  lo  keluarga lo sdh  yg didzalimi a ma merintah kedzaliman serti a sih merin "
"1044","Negatif",-1," masyarakat sti dukung langkah merintah bantuanbbmuntukrakyat bltbbmtetsasaran "
"1045","Positif",1,"pemerintah nyatakan mbangunan sdm  kunci nting cai indonesia emas kotaduniauntuksemua "
"1046","Netral",0,"kalo merintah bilangnya  nik mohon maa gue udah nik duluan"
"1047","Positif",1,"   aceh  didominasi rtai koalisi merintah  yah  pdip  dat  kur "
"1048","Netral",0,"worldaidsday diringati setiatanggal  desember setiatahunnya   ogram  me "
"1049","Negatif",-1," masyarakat sti dukung langkah merintah bantuanbbmuntukrakyat bltbbmtetsasaran "
"1050","Positif",1,"pemerintah nyatakan mbangunan sdm  kunci nting cai indonesia emas kotaduniauntuksemua "
"1051","Negatif",-2," orang kuliah otaknya   jelekdari  gak  tuh   merintah kafiralagi rezim s "
"1052","Netral",0," rnyataan sikamerintah organisasi nasional  organisasi internasional terkait nolakan terhada "
"1053","Negatif",-1," masyarakat sti dukung langkah merintah bantuanbbmuntukrakyat bltbbmtetsasaran "
"1054","Positif",1,"halo sobat biamershari   desember  kela sub  tata usaha bspji ambon  ivone ohoitimur ss be "
"1055","Netral",0,"   gaji    merintah kurleb    ribu "
"1056","Negatif",-1," kena tes sim   menjumi jalanan rusak kena  mencoba  membenarkan "
"1057","Netral",0,"bangsat emang ogram merintah"
"1058","Netral",0,"dukung merintah bagikan blt  bsu   nyesuaian harga bbmbantuanbbmuntukrakyatbltbbmtetsasaran "
"1059","Positif",2,"maju ling cet  manusianya  diganti  aja  dieksoitasi  bayaran rendah  rilaku "
"1060","Netral",0,"dorong kesetaraan gender peremanmerintah  pedoman  ranah digitalgender reman "
"1061","Negatif",-1,"  saranku sih    rumah nya  motor listrik mobil listrik dorong masyarak "
"1062","Netral",0," udh sya duga  litik sti krn pj  lihan merintah  ndangannya  penjilat rakyat"
"1063","Negatif",-1," status siaga darurat karhutla  riau  hektar lahan terbakar amnbsstatus "
"1064","Netral",0,"jokowi desak pemerintah pusat  daerah  belanjakan sisa anggaran  "
"1065","Netral",0,"manta pemerintah lakukan nyaluran blt bbm  timur idonesiabantuanbbmuntukrakyatbltbbmtetsasaran "
"1066","Netral",0,"   sita ta ramk peramkan  pemerintah milik ibadi  disita   uang  "
"1067","Negatif",-1," ya g   deket  shell aja kasian merintah nanggung subsidinya"
"1068","Netral",0," mesti ben kate taun  lak onok ae merintah iki"
"1069","Netral",0,"hamr   kementerian memnyai nomenklatur umkm "
"1070","Netral",0,"bukti kedulian merintah terhadakomunitas adat terncil  indonesiabantuanbbmuntukrakyat "
"1071","Positif",1," mohon maaf min  tv digital kirakira langkah  merintah ambil  a yaa    ba "
"1072","Negatif",-2," jangn   rakyatlh miskin  curhat    gak miskin tmentalmu "
"1073","Negatif",-2," pemerintah  ngotot  ya berbisnis vaksin dgn rakyat keliatan bener bu nya ta  jahat  rakyat gitu "
"1074","Netral",0,"peltu eeng batituud koramil bds mewakili danramil menghadiri kegiatan silaturohmi  harmonisasi calon kela d "
"1075","Negatif",-1,"tw  muka mata nangisdoain gue   staff merintah   ramah komunikasi nya bagus biar ga bikin or "
"1076","Negatif",-1," ra masyarakat     siauntuk beralih  tv digital min  mohon keda merint "
"1077","Negatif",-1," ya merintah jeng bener ngerti  ham rsoalan negaranya rendahnya angka kelahiran  "
"1078","Netral",0,"manta pemerintah lakukan nyaluran blt bbm  timur idonesiabantuanbbmuntukrakyatbltbbmtetsasaran "
"1079","Positif",1," pks  bikin gaduh lagipks ngomong merintah hrs tututelinga"
"1080","Negatif",-2," ya   yg y kereta cet  kai rsi saham terbesar     berterima kasi "
"1081","Positif",1,"berkaca piala dunia indonesia   visi serti qatarjakarta   ketua  partai "
"1082","Positif",2," keluarga  donggala terima bantuan  merintahbantuanbbmuntukrakyatbltbbmtetsasaran "
"1083","Positif",1," emg  komersil   aslinya jg gak diksa  merintah  ngasih label halal oduknya mer "
"1084","Negatif",-1,"pa  caes   menakutkan  rejm jokowih    jegal  sgala njur "
"1085","Negatif",-1,"cegah angka kemiskinan pemerintah bagikan blt am bsubantuanbbmuntukrakyatbltbbmtetsasaran "
"1086","Netral",0,"proyek kolaborasi  kerjasama pemerintah  badan usaha kpbu pengembangan proving ground balai pengujian la "
"1087","Positif",1," langkah merintah menaikan bbm non subsidi  langkah  tet"
"1088","Netral",0," sembako  dintau  merintah"
"1089","Negatif",-1," masyarakat sti dukung langkah merintah bantuanbbmuntukrakyat "
"1090","Netral",0,"demokrat pemerintah  andalkan imrpartaidemokratahy pemimn mendunia"
"1091","Netral",0,"diharaan pemerintah tan dat mendorong ngembangan usaha masyarakat tan  rusahaan rorangan am  "
"1092","Netral",0,"minat investor   merintah rluas area investasi  ikn kotaduniauntuksemua "
"1093","Netral",0,"mewakili pemerintah provinsi kalsel hadir wakil gubernur h muhidin  sh mm  sambutan  "
"1094","Negatif",-1,"peraturan daerah perda  fasilitas perlindungan kekayaan intelektual milik kabuten tan   berla "
"1095","Negatif",-1,"pemerintah kabuten tan  kabuten   kalimantan selatan   memiliki peraturan daerah te "
"1096","Negatif",-1,"gue seneng tok       informasi doang ta    tok writing  belajar "
"1097","Netral",0,"kanwil kemenkumham kalsel     buah agam aesiasi ngelolaan kekayaan intelektual keda pe "
"1098","Negatif",-1," kadrun bilang radikal radikul  gak laku terbukti  yg    settingan merin "
"1099","Positif",1," terima pkhbpnt  blt bbm  pemerintahbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"1100","Positif",3,"donggala terima bantuan sosial  merintah bantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"1101","Netral",0," warga dukung  kebijakan pemerintah jokowipresidenku pembangunanuntukrakyat "
"1102","Negatif",-1," biasalah njilat merintah biar d sisi nting"
"1103","Netral",0," menunjang ogram vaksinasi covid tugas bhabinkamtibmas polsek bonebone bripka rusman habibu silaturahm "
"1104","Positif",2,"pemerintah salurkan bantuan sosial keda komunitas adat terncil bantuanbbmuntukrakyatbltbbmtetsasaran "
"1105","Negatif",-1," bagus  mui  nya sikadan jaga sikaitu  berubah biarn merintahy ambigu ser "
"1106","Negatif",-1,"cegah angka kemiskinan pemerintah bagikan blt  bsubantuanbbmuntukrakyatbltbbmtetsasaran "
"1107","Positif",1,"menteri investasikela badan koordinasi penanaman modal bkpm bahlil lahadalia  kebijakan hilirisasi a "
"1108","Negatif",-1,"sahabat datahari  bang data mengikuti rakor monev kerja  ngelolaan data  informasi geossial  "
"1109","Netral",0,"demokrat pemerintah  andalkan imrpartaidemokratahy pemimn mendunia"
"1110","Negatif",-1," peringatan  gubri syamsuar  pj wajo muflihun amnbspemerintah kota pemko "
"1111","Positif",1," mantapemerintah siawujudkan indonesia tangguh terbaik  jokowi "
"1112","Positif",1," keluarga  donggala terima pkh bnpt  blt  pemerintahbantuanbbmuntukrakyatbltbbmtetsasaran "
"1113","Netral",0,"hai  halo sobatpakan  desember diringati   aids sedunia  aids  diringati  hak "
"1114","Positif",1,"mantapemerintah jokowi gerak cet jaga kestabilan harga ngan jokowipresidenkupembangunanuntukrakyat "
"1115","Netral",0,"merintah siarkuat kerjasama ikn kotaduniauntuksemua iknsejahterakanindonesia iknpemerataanekonomi "
"1116","Netral",0,"strategi mantamerintah kotaduniauntuksemua iknsejahterakanindonesia iknpemerataanekonomi "
"1117","Netral",0,"pemerintah duli  rakyatnya bantuanbbmuntukrakyat bltbbmtetsasaran subsiditetsasaran cerdaspakaibbm "
"1118","Positif",1,"tingkatkan ketahanan ngan nasional  komitmen merintah akrabkan kaum milenial  ngan lokal "
"1119","Negatif",-1,"masyarakat berterimakasih  blt   merintahbantuanbbmuntukrakyatbltbbmtetsasaran "
"1120","Netral",0,"pengaturan usaha simn njam korasi  domain merintah kementerian korasi ukm    doma "
"1121","Negatif",-2," kalo korsel lawan portugal  ngalahin portugal a  benefit   merintah lawan salah  tim terkuat  wkwk"
"1122","Netral",0,"pemerintah duli  rakyatnya bantuanbbmuntukrakyat bltbbmtetsasaran subsiditetsasaran cerdaspakaibbm "
"1123","Positif",1,"mantapemerintah jokowi gerak cet jaga kestabilan harga ngan jokowipresidenkupembangunanuntukrakyat "
"1124","Netral",0," warga dukung  kebijakan pemerintah jokowipresidenku pembangunanuntukrakyat "
"1125","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"1126","Negatif",-2,"  khawatir pemerintah stikan inflasi pangan jelang nataru dat terkendali jokowipresidenku "
"1127","Negatif",-1," pelaksanaan skrining  penyuluhan ncegahan nularan hiv terhadawarga binaan merukan salah  ogram "
"1128","Positif",1,"pemerintah membuka ntu level keda anak muda indonesia  membangun ibukota negara nusantaraikn "
"1129","Negatif",-1,"  merintah rnah  mengikuti harga sar gimana babi "
"1130","Netral",0,"demokrat pemerintah  andalkan imrpartaidemokratahy pemimn mendunia"
"1131","Negatif",-3,"yg  nihwarga yg kena bencana   hasut  cuci otak nyaseolahmerintah ga bantu   yg ban "
"1132","Negatif",-2," salah  yg  slahin  merintah warass gak ya"
"1133","Positif",1,"pemerintah nyatakan pembangunan sdm  kunci nting cai indonesia emas  jokowipresidenku "
"1134","Negatif",-1," kl tol g  ditutulah k sehabatnya k luhut ya g  nututol lahkalau ka  badan u "
"1135","Positif",1,"keren  langkah pemerintah   kemimnan jokowi  pembangunan sektor keuangan berkelanjutan "
"1136","Positif",1,"dukung nuh uya merintah memitigasi resiko sistematik rbankanjokowipresidenkupembangunanuntukrakyat "
"1137","Positif",1,"bendera bintang kejora simbol rlawanan  kemerdekaan bangsa paa dikibarkan   negara  pasifik ad "
"1138","Netral",0," obatnya  berdoaya rabb tenggelamkan merintah   jabatnya yg memrkaya  dg ca "
"1139","Positif",1,"terima kasih merintah berkat blt bbm masyarakat  terbantu bantuanbbmuntukrakyat bltbbmtetsasaran "
"1140","Positif",1," sengaja nulis  lengka s nyalahin sat yg larang merintah daerahini media vivakadrun koit "
"1141","Netral",0,"pembagian alat mandi merukan hak wbp  diatur  peraturan pemerintah ri nomor     syarat "
"1142","Netral",0," serius  go green   merintah  subsidi masangan nel surya  rakyat mandiri en "
"1143","Netral",0,"diharaan pemerintah tan dat mendorong ngembangan usaha masyarakat tan  rusahaan rorangan am  "
"1144","Positif",1,"bersatu dukung program pembangunan pemerintah  ormas indonesia dukung penuh pembangunan ikn nusantara "
"1145","Positif",2,"berkat kebijakan fiskal  pemerintah mam menjaga pemasukan  pengeluaran negara  stabil "
"1146","Netral",0,"serikat buruh  kerja sambut  merintah naikkan ump jokowipresidenku pembangunanuntukrakyat "
"1147","Positif",1,"kebijakan pemerintah jokowi  tet hasilkan kestabilan negara jokowipresidenku pembangunanuntukrakyat "
"1148","Netral",0,"mewakili pemerintah provinsi kalsel hadir wakil gubernur h muhidin  sh mm  sambutan  "
"1149","Negatif",-1,"peraturan daerah perda  fasilitas perlindungan kekayaan intelektual milik kabuten tan   berla "
"1150","Negatif",-1,"pemerintah kabuten tan  kabuten   kalimantan selatan   memiliki peraturan daerah te "
"1151","Netral",0,"kanwil kemenkumham kalsel     buah agam aesiasi ngelolaan kekayaan intelektual keda pe "
"1152","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"1153","Positif",1," cianjur  jawa barat da   daerah basis islamis  yg   dingkiri kejadian r "
"1154","Netral",0,"pemerintah siaan  hektar lahan relokasi terdamk gem cianjur"
"1155","Positif",1,"pemerintah provinsi jawa barat  menetaan besaran uh minimum ovinsi   angka r   "
"1156","Netral",0,"   tugaspemerintah guru  ramuka agama   harusmengajarkan bagaimanamencintai "
"1157","Positif",2,"manta pemerintah si bagikan bantuan uang sewa  warga cianjur jokowipresidenku pembangunanuntukrakyat "
"1158","Netral",0,"pemerintah siaturunkan suku bunga kur sur mikro   rsen jokowipresidenku pembangunanuntukrakyat "
"1159","Netral",0,"terbaik mayoritas masyarakat aesiasi kinerja merintah jokowi jokowipresidenku pembangunanuntukrakyat "
"1160","Netral",0," pemerintah aceh   katain cebong   nya kwkwkw"
"1161","Negatif",-1,"halo sobatrbpn kota mojokerto tim panitia a kantor pertanahan kota mojokerto melaksanakan pemeriksaan tanah  "
"1162","Positif",1,"penyandang disabilitas  mendat bantuan  merintahbantuanbbmuntukrakyatbltbbmtetsasaran "
"1163","Netral",0,"dinas ppapp dki jakarta  pemerintah kota jakarta barat  tp pkk provinsi dki jakarta melaksanakan roadshow "
"1164","Negatif",-1," merintah wakanda loh ya"
"1165","Netral",0,"sat binmas polres bangka selatan damngi puskesmas melaksanakan fogging  wilayah toboalikegiatan  be "
"1166","Negatif",-1," iya gjelas mksd ga menghargai gimana tetangga membantu ah   "
"1167","Netral",0,"      sumber daya  rtai merintah   jokowi  inkumben pdi "
"1168","Positif",3,"berbalik  sekarangterang benderang jam senang lenang  merintah lak rakus sa bersih cahaya "
"1169","Netral",0,"mantamemang merintah  "
"1170","Negatif",-1,"blt bbm merukan bukti nyata  pemerintah memrhatikan masyarakat  mam  bijakpakaibbm "
"1171","Negatif",-1,"   daerah  pertanian aja ga rnah   dibeli  nama pemerintah imr terusss samk "
"1172","Positif",1," loh   merintah  sdh menggelontarkan dana utk bltpkh dll y "
"1173","Negatif",-1,"jokowi  gugatan  wto merukan hak negara    terganggu  kebijakan merintah indonesia"
"1174","Negatif",-4," merintah memiliki smelter  menghentikan eksr  bentuk bahan mentah da  eksr nikel indo "
"1175","Netral",0," junjungan gwya jlas merintah lahkan  kaum elu digebuk in trus me "
"1176","Positif",1,"puk indonesia gruberuya  berkolaborasi  mendukung merintah  memulihkan cianjur  mendi "
"1177","Netral",0,"suku dayak dukung merintah  mbangunan iknkotaduniauntuksemuaiknsejahterakanindonesia "
"1178","Netral",0," seindonesia raya mendukung blt bbm  ogram bagus  merintahbantuanbbmuntukrakyat "
"1179","Negatif",-1,"ahy demokrat nya hak  kewajiban ingatkan merintah demokratpeduliberbagi ahy pemimn mendunia "
"1180","Netral",0,"blt bbm komitmen merintah keda masyarakat bantuanbbmuntukrakyat bltbbmtetsasaran subsiditetsasaran "
"1181","Positif",1,"ahy kebijakan pemerintah  pro rakyat demokratpeduliberbagi ahy pemimn mendunia "
"1182","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"1183","Positif",1,"puk indonesia gruberuya  berkolaborasi  mendukung merintah  memulihkan cianjur  mendi "
"1184","Positif",1,"  dikirkan  matang  merintah bantuanbbmuntukrakyat bltbbmtetsasaran "
"1185","Netral",0,"pemerintah lakukan ogres mbangunan asarana  ikn nusantara kotaduniauntuksemua iknsejahterakanindonesia "
"1186","Negatif",-1,"pemerintah stikan ikn nusantara si  tuan rumah olimade  kotaduniauntuksemua "
"1187","Positif",1,"keren pemerintah bangun tower bumn  ikn nusantara kotaduniauntuksemua iknsejahterakanindonesia "
"1188","Negatif",-1," cebong  buzzer sengaja  lihara  memfitnah  adu domba   bentuk  menutu  "
"1189","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"1190","Netral",0,"blt bbm komitmen merintah keda masyarakat bantuanbbmuntukrakyat bltbbmtetsasaran subsiditetsasaran "
"1191","Netral",0,"waw sami  november merintah  salurkan m keda komunitas adat terncil  indonesia "
"1192","Negatif",-1,"   kinerja merintah bantu masyarakat susahbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran"
"1193","Positif",1," terima pkhbpnt  blt bbm  pemerintahbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"1194","Positif",1,"pemerintah melindungi rakyat  bltbbm bantuanbbmuntukrakyat bltbbmtetsasaran subsiditetsasaran "
"1195","Positif",2,"pemerintah janji kualitas jalan tol  ikn nusantara terbaik  mendukung penuh kotaduniauntuksemua "
"1196","Positif",1,"terima kasih  bantuan   merintah  masyarakat bantuanbbmuntukrakyat bltbbmtetsasaran "
"1197","Negatif",-1," cuman org bodoh  belain mantan gubernur mahdibayar kagak   m "
"1198","Positif",1,"bantuan modal kerja   dibagikan  merintah bantuanbbmuntukrakyat bltbbmtetsasaran "
"1199","Netral",0,"pemerintah  distribusi blt bbm    terlewat bantuanbbmuntukrakyat bltbbmtetsasaran "
"1200","Netral",0," tumben bener nih mui pemerintah gimana "
"1201","Netral",0," iya emg gosiya emg udh merembet sm  merintah   "
"1202","Netral",0,"pemerintah berhasil wujudkan merataan mbangunan infrastruktur  indonesia  mbangunan ikn nusantara "
"1203","Positif",2,"pasuruaninfoseluruh warga kabuten pasuruan  mendatkan jaminan kesehatan  merintah daerah anggara "
"1204","Netral",0,"pemerintah tegaskan sumber ndaan ikn nusantara  investasi hak   kotaduniauntuksemua "
"1205","Netral",0,"pemerintah  batasi  nduduk  ikn nusantara    dat kotaduniauntuksemua "
"1206","Positif",1,"pemerintah wadahi nyeran tenaga kerja lokal  mbangunan ikn nusantara kotaduniauntuksemua "
"1207","Netral",0,"pemerintah jeng lakukan kerjasama  mbangunna ikn nusantara kotaduniauntuksemua iknsejahterakanindonesia "
"1208","Netral",0,"pemerintah stikan  negara asia  berinvetasi  mbangunan ikn nusantara kotaduniauntuksemua "
"1209","Netral",0,"merintah lakukan rcetan mbangunan ikn nusantara kotaduniauntuksemua iknsejahterakanindonesia "
"1210","Netral",0,"pemerintah ajak hongkong  mendukung investasi  ikn nusantara kotaduniauntuksemua iknsejahterakanindonesia "
"1211","Netral",0,"ri kalah  nikel dpr dukung pemerintah banding  wto "
"1212","Negatif",-1," pemerintah takut ma anies  dasar serbet warteg"
"1213","Negatif",-3,"  tuh sbnernya biar merintah les  tanggung jwb benerin jalan jd masyarakat h "
"1214","Netral",0,"  merintah bo"
"1215","Positif",1,"pemerintah mengalokasikan r triliun  belanja ndidikan  belanja kesehatan mencai r "
"1216","Netral",0,"pemerintah selandia  "
"1217","Netral",0,"produksi  jawa barat  seember  desember    juta ton gabah kering giling gkg  oduk "
"1218","Netral",0,"blt bbm  merintah tet  bantuanbbmuntukrakyat bltbbmtetsasaran subsiditetsasaran cerdaspakaibbm "
"1219","Netral",0,"pemerintah  salurkan blt bbm taha cair bantuanbbmuntukrakyat bltbbmtetsasaran subsiditetsasaran "
"1220","Netral",0,"blt bbm  merintah lindungi rakyat a sejahtera bantuanbbmuntukrakyat bltbbmtetsasaran "
"1221","Netral",0,"pemerintah stikan blt bbm  didistibusikan   daerah bantuanbbmuntukrakyat bltbbmtetsasaran "
"1222","Netral",0,"relokasi warga terdamk gem cianjur pemerintah siaan  hektar lahan "
"1223","Positif",1," jgn    an acara yg  anies anies nya  ijin   hak yg sesuai  merintah aja "
"1224","Netral",0,"nyindir merintah a gimana  wkwk "
"1225","Netral",0," woww merintah siadorong rtumbuhan usaha modifikasi mobil jokowipresidenku "
"1226","Netral",0,"woww merintah siadorong rtumbuhan usaha modifikasi mobil jokowipresidenku pembangunanuntukrakyat "
"1227","Negatif",-1," dah dibawa     merintah sat   ranah mda setemt mestinya ya otesnya "
"1228","Netral",0," ngakunya sih rl ta narasinya  gagasan   a visi misi rlnya  is "
"1229","Netral",0,"demokrat pemerintah  andalkan imrpartaidemokratahy pemimn mendunia"
"1230","Netral",0,"untari mengusulkan  merintah rlu  struktur kelembagaan   tubuh kementerian korasi  u "
"1231","Netral",0,"prabowo subianto    menandatangani kesekatan  merintah indonesia  who  membentuk "
"1232","Netral",0,"prabowo subianto    menandatangani kesekatan  merintah indonesia  who  membentuk "
"1233","Netral",0,"ekonomi kerakyatan  fokus utama merintah utk mensejahterakan masyarakat  keterlibatan ojk   "
"1234","Netral",0,"pengaturan usaha simn njam korasi  domain merintah kementerian korasi ukm    doma "
"1235","Negatif",-1," tet  merintah melibatkan ojk da ngawasan korasitolakojkdikorasisave ekonomi "
"1236","Netral",0," sbg gawai rs  menyadari   rs merintah  cet dlm layanan t "
"1237","Netral",0," a beda nya  ente  ente ngegonggong merintah teruswkwkwkwkw"
"1238","Netral",0,"manta pemerintah seratenaga kerja lokal  bangun ikn kotaduniauntuksemua iknsejahterakanindonesia "
"1239","Positif",1,"pemerintah jokowi gerak cet jaga kestabilan harga ngan jokowipresidenku pembangunanuntukrakyat "
"1240","Negatif",-1,"langkah nyata merintah jokowi sejahterakan masyarakat sisir jokowipresidenku pembangunanuntukrakyat "
"1241","Positif",1,"blt bukti dukungan pemerintah  meminimalisir damk kenaikan bbm bantuanbbmuntukrakyat bltbbmtetsasaran "
"1242","Positif",1,"keren antisisi anggaran bengkak pemerintah lakukan ngalihan subsidi bbm  blt  bsu "
"1243","Netral",0,"blt bukti dukungan merintah  minimalisir damk kenaikan bbm blt bbm efektif bantu masyarakat "
"1244","Netral",0,"blt bbm merukan wujud rhatian merintah terhadamasyarakat terimakasih k jokowi bantuanbbmuntukrakyat "
"1245","Netral",0,"blt bbm merukan wujud rhatian merintah terhadamasyarakat terimakasih k jokowi bantuanbbmuntukrakyat "
"1246","Netral",0,"blt bbm  bukti merintah melindungi masyarakat  nyesuaian harga bbm bantuanbbmuntukrakyat "
